,delta_time,water_level,diff_water_level,rate_water_level,humd_1,diff_humed_1,rate_humed_1,,,humd_2,diff_humed_2,rate_humed_2,humd_3,diff_humed_3,rate_humed_3,humd_4,diff_humed_4,rate_humed_4,humd_5,diff_humed_5,rate_humed_5,humd_6,diff_humed_6,rate_humed_6,humd_7,diff_humed_7,rate_humed_7,humd_8,diff_humed_8,rate_humed_8,humd_9,diff_humed_9,rate_humed_9
1431,312,14.93485,0.29316,0.000939615,102.8562,0.03052,9.78205E-05,,,102.078,-0.00763,-2.44551E-05,101.56683,-0.03052,-9.78205E-05,91.3587,0,0,92.37341,0,0,98.91943,-0.13733,-0.00044016,101.2464,0.03052,9.78205E-05,90.9696,0.03051,9.77885E-05,91.26715,0.03052,9.78205E-05
1432,288,14.7557,-0.17915,-0.000622049,102.8562,0,0,,,102.01697,-0.06103,-0.00021191,101.58972,0.02289,7.94792E-05,91.3587,0,0,92.37341,0,0,98.7287,-0.19073,-0.000662257,101.18536,-0.06104,-0.000211944,90.9696,0,0,91.23663,-0.03052,-0.000105972
1433,301,14.77199,0.01629,5.41196E-05,102.88672,0.03052,0.000101395,,,101.97882,-0.03815,-0.000126744,101.5592,-0.03052,-0.000101395,91.3587,0,0,92.37341,0,0,98.56848,-0.16022,-0.000532292,101.15485,-0.03051,-0.000101362,90.9162,-0.0534,-0.000177409,91.18323,-0.0534,-0.000177409
1434,299,14.78827,0.01628,5.44482E-05,102.88672,0,0,,,101.9483,-0.03052,-0.000102074,101.52869,-0.03051,-0.00010204,91.3587,0,0,92.37341,0,0,98.41589,-0.15259,-0.000510334,101.09381,-0.06104,-0.000204147,90.9162,0,0,91.21375,0.03052,0.000102074
1435,300,14.67427,-0.114,-0.00038,102.91724,0.03052,0.000101733,,,101.91779,-0.03051,-0.0001017,101.49817,-0.03052,-0.000101733,91.3587,0,0,92.37341,0,0,98.02679,-0.3891,-0.001297,101.06329,-0.03052,-0.000101733,90.94672,0.03052,0.000101733,91.23663,0.02288,7.62667E-05
1436,300,14.70684,0.03257,0.000108567,102.95538,0.03814,0.000127133,,,101.85675,-0.06104,-0.000203467,101.5592,0.06103,0.000203433,91.3587,0,0,92.37341,0,0,97.77502,-0.25177,-0.000839233,100.99463,-0.06866,-0.000228867,90.9162,-0.03052,-0.000101733,91.18323,-0.0534,-0.000178
1437,302,14.67427,-0.03257,-0.000107848,102.95538,0,0,,,101.82623,-0.03052,-0.00010106,101.52869,-0.03051,-0.000101026,91.3587,0,0,92.37341,0,0,97.67584,-0.09918,-0.000328411,100.96411,-0.03052,-0.00010106,90.90857,-0.00763,-2.52649E-05,91.0993,-0.08393,-0.000277914
1438,298,14.7557,0.08143,0.000273255,102.95538,0,0,,,101.7652,-0.06103,-0.000204799,101.46002,-0.06867,-0.000230436,91.3587,0,0,92.37341,0,0,97.42407,-0.25177,-0.000844866,100.96411,0,0,90.85516,-0.05341,-0.000179228,91.0993,0,0
1439,300,14.77199,0.01629,5.43E-05,102.95538,0,0,,,101.72705,-0.03815,-0.000127167,101.46002,0,0,91.3587,0,0,92.42682,0.05341,0.000178033,97.36304,-0.06103,-0.000203433,100.93359,-0.03052,-0.000101733,90.82465,-0.03051,-0.0001017,91.06879,-0.03051,-0.0001017
1440,300,14.69055,-0.08144,-0.000271467,102.9859,0.03052,0.000101733,,,101.66602,-0.06103,-0.000203433,101.4295,-0.03052,-0.000101733,91.3587,0,0,92.3963,-0.03052,-0.000101733,97.32489,-0.03815,-0.000127167,100.93359,0,0,90.82465,0,0,91.06879,0,0
1441,301,14.7557,0.06515,0.000216445,102.9859,0,0,,,101.60498,-0.06104,-0.000202791,101.45239,0.02289,7.60465E-05,91.3587,0,0,92.3963,0,0,97.28674,-0.03815,-0.000126744,100.77338,-0.16021,-0.000532259,90.71021,-0.11444,-0.000380199,91.06116,-0.00763,-2.53488E-05
1442,299,14.80456,0.04886,0.000163411,102.9859,0,0,,,101.57446,-0.03052,-0.000102074,101.42188,-0.03051,-0.00010204,91.3587,0,0,92.3963,0,0,97.22571,-0.06103,-0.000204114,100.65131,-0.12207,-0.000408261,90.62628,-0.08393,-0.000280702,91.00012,-0.06104,-0.000204147
1443,300,14.7557,-0.04886,-0.000162867,102.9859,0,0,,,101.51343,-0.06103,-0.000203433,101.39136,-0.03052,-0.000101733,91.3587,0,0,92.3963,0,0,96.90527,-0.32044,-0.001068133,100.49109,-0.16022,-0.000534067,90.50421,-0.12207,-0.0004069,90.9696,-0.03052,-0.000101733
1444,300,14.7557,0,0,102.9859,0,0,,,101.44476,-0.06867,-0.0002289,101.38373,-0.00763,-2.54333E-05,91.3587,0,0,92.3963,0,0,96.84424,-0.06103,-0.000203433,100.42242,-0.06867,-0.0002289,90.38977,-0.11444,-0.000381467,90.93909,-0.03051,-0.0001017
1445,300,14.72313,-0.03257,-0.000108567,103.03931,0.05341,0.000178033,,,101.38373,-0.06103,-0.000203433,101.35321,-0.03052,-0.000101733,91.3587,0,0,92.3963,0,0,96.7832,-0.06104,-0.000203467,100.39191,-0.03051,-0.0001017,90.33636,-0.05341,-0.000178033,90.93909,0,0
1446,300,14.70684,-0.01629,-5.43E-05,103.03931,0,0,,,101.38373,0,0,101.32269,-0.03052,-0.000101733,91.3587,0,0,92.3963,0,0,96.76794,-0.01526,-5.08667E-05,100.36139,-0.03052,-0.000101733,90.22192,-0.11444,-0.000381467,90.90857,-0.03052,-0.000101733
1447,300,14.78827,0.08143,0.000271433,103.03931,0,0,,,101.31506,-0.06867,-0.0002289,101.26166,-0.06103,-0.000203433,91.3587,0,0,92.3963,0,0,96.67639,-0.09155,-0.000305167,100.39191,0.03052,0.000101733,90.18378,-0.03814,-0.000127133,90.93909,0.03052,0.000101733
1448,300,14.72313,-0.06514,-0.000217133,103.03931,0,0,,,101.22351,-0.09155,-0.000305167,101.25403,-0.00763,-2.54333E-05,91.3587,0,0,92.36578,-0.03052,-0.000101733,96.58484,-0.09155,-0.000305167,100.51398,0.12207,0.0004069,90.24481,0.06103,0.000203433,91.02301,0.08392,0.000279733
1449,301,14.78827,0.06514,0.000216412,103.03931,0,0,,,101.19299,-0.03052,-0.000101395,101.19299,-0.06104,-0.000202791,91.3587,0,0,92.36578,0,0,96.25677,-0.32807,-0.001089934,100.58264,0.06866,0.000228106,90.22192,-0.02289,-7.60465E-05,91.08405,0.06104,0.000202791
1450,299,14.77199,-0.01628,-5.44482E-05,103.00879,-0.03052,-0.000102074,,,101.12433,-0.06866,-0.000229632,101.16248,-0.03051,-0.00010204,91.3587,0,0,92.36578,0,0,96.25677,0,0,100.58264,0,0,90.22192,0,0,91.08405,0,0
1451,300,14.80456,0.03257,0.000108567,103.00879,0,0,,,101.06329,-0.06104,-0.000203467,101.12433,-0.03815,-0.000127167,91.3587,0,0,92.36578,0,0,96.18811,-0.06866,-0.000228867,100.39191,-0.19073,-0.000635767,90.09985,-0.12207,-0.0004069,90.99249,-0.09156,-0.0003052
1452,300,14.73941,-0.06515,-0.000217167,103.00879,0,0,,,100.90308,-0.16021,-0.000534033,101.15485,0.03052,0.000101733,91.3587,0,0,92.36578,0,0,96.12708,-0.06103,-0.000203433,100.33087,-0.06104,-0.000203467,90.01593,-0.08392,-0.000279733,91.01538,0.02289,7.63E-05
1453,300,14.70684,-0.03257,-0.000108567,102.97827,-0.03052,-0.000101733,,,100.84204,-0.06104,-0.000203467,101.08618,-0.06867,-0.0002289,91.3587,0,0,92.41919,0.05341,0.000178033,96.09656,-0.03052,-0.000101733,100.2851,-0.04577,-0.000152567,89.93201,-0.08392,-0.000279733,90.98486,-0.03052,-0.000101733
1454,300,14.73941,0.03257,0.000108567,102.94775,-0.03052,-0.000101733,,,100.78101,-0.06103,-0.000203433,101.05566,-0.03052,-0.000101733,91.3587,0,0,92.41919,0,0,96.06604,-0.03052,-0.000101733,100.22406,-0.06104,-0.000203467,89.84045,-0.09156,-0.0003052,90.96198,-0.02288,-7.62667E-05
1455,299,14.72313,-0.01628,-5.44482E-05,102.94775,0,0,,,100.75049,-0.03052,-0.000102074,101.05566,0,0,91.3587,0,0,92.41919,0,0,96.05078,-0.01526,-5.10368E-05,100.25458,0.03052,0.000102074,89.87097,0.03052,0.000102074,90.96198,0,0
1456,301,14.69055,-0.03258,-0.000108239,102.91724,-0.03051,-0.000101362,,,100.71234,-0.03815,-0.000126744,100.99463,-0.06103,-0.000202757,91.3587,0,0,92.38867,-0.03052,-0.000101395,95.98975,-0.06103,-0.000202757,100.25458,0,0,89.87097,0,0,90.98486,0.02288,7.60133E-05
1457,300,14.67427,-0.01628,-5.42667E-05,102.91724,0,0,,,100.68182,-0.03052,-0.000101733,101.01752,0.02289,7.63E-05,91.3587,0,0,92.38867,0,0,95.92871,-0.06104,-0.000203467,100.25458,0,0,89.94727,0.0763,0.000254333,90.98486,0,0
1458,300,14.67427,0,0,102.91724,0,0,,,100.67419,-0.00763,-2.54333E-05,100.987,-0.03052,-0.000101733,91.3587,0,0,92.38867,0,0,95.79901,-0.1297,-0.000432333,100.35376,0.09918,0.0003306,89.98541,0.03814,0.000127133,91.01538,0.03052,0.000101733
1459,300,14.78827,0.114,0.00038,102.88672,-0.03052,-0.000101733,,,100.61316,-0.06103,-0.000203433,100.95648,-0.03052,-0.000101733,91.3587,0,0,92.38867,0,0,95.67694,-0.12207,-0.0004069,100.25458,-0.09918,-0.0003306,89.94727,-0.03814,-0.000127133,91.01538,0,0
1460,300,14.65798,-0.13029,-0.0004343,102.88672,0,0,,,100.52161,-0.09155,-0.000305167,100.89545,-0.06103,-0.000203433,91.3587,0,0,92.38867,0,0,95.66931,-0.00763,-2.54333E-05,100.22406,-0.03052,-0.000101733,89.89386,-0.05341,-0.000178033,91.03827,0.02289,7.63E-05
1461,301,14.7557,0.09772,0.000324651,102.84857,-0.03815,-0.000126744,,,100.49109,-0.03052,-0.000101395,100.89545,0,0,91.41211,0.05341,0.000177442,92.38867,0,0,95.66931,0,0,100.2851,0.06104,0.000202791,89.97778,0.08392,0.000278804,91.01538,-0.02289,-7.60465E-05
1462,298,15.21242,0.45672,0.001532617,102.81805,-0.03052,-0.000102416,,,100.45294,-0.03815,-0.00012802,100.89545,0,0,91.41211,0,0,92.44208,0.05341,0.000179228,95.64642,-0.02289,-7.68121E-05,100.32324,0.03814,0.000127987,90.03119,0.05341,0.000179228,91.07642,0.06104,0.000204832
1463,303,15.2451,0.03268,0.000107855,102.78754,-0.03051,-0.000100693,,,100.39191,-0.06103,-0.000201419,100.94885,0.0534,0.000176238,91.41211,0,0,92.44208,0,0,95.61591,-0.03051,-0.000100693,100.32324,0,0,90.03119,0,0,91.0459,-0.03052,-0.000100726
1464,299,15.13072,-0.11438,-0.000382542,102.78754,0,0,,,100.39191,0,0,100.91833,-0.03052,-0.000102074,91.41211,0,0,92.44208,0,0,95.50146,-0.11445,-0.000382776,100.25458,-0.06866,-0.000229632,89.97778,-0.05341,-0.000178629,91.0993,0.0534,0.000178595
1465,299,15.21242,0.0817,0.000273244,102.84857,0.06103,0.000204114,,,100.33087,-0.06104,-0.000204147,100.88782,-0.03051,-0.00010204,91.41211,0,0,92.44208,0,0,95.50146,0,0,100.25458,0,0,89.94727,-0.03051,-0.00010204,91.0993,0,0
1466,299,15.3268,0.11438,0.000382542,102.84857,0,0,,,100.33087,0,0,100.88782,0,0,91.41211,0,0,92.44208,0,0,95.50146,0,0,100.2851,0.03052,0.000102074,89.97778,0.03051,0.00010204,91.12219,0.02289,7.65552E-05
1467,301,15.3268,0,0,102.84857,0,0,,,100.30035,-0.03052,-0.000101395,100.88782,0,0,91.38159,-0.03052,-0.000101395,92.44208,0,0,95.54724,0.04578,0.000152093,100.25458,-0.03052,-0.000101395,89.94727,-0.03051,-0.000101362,91.0993,-0.02289,-7.60465E-05
1468,300,15.31046,-0.01634,-5.44667E-05,102.81805,-0.03052,-0.000101733,,,100.26221,-0.03814,-0.000127133,100.91071,0.02289,7.63E-05,91.41211,0.03052,0.000101733,92.41156,-0.03052,-0.000101733,95.49384,-0.0534,-0.000178,100.19354,-0.06104,-0.000203467,89.86334,-0.08393,-0.000279767,91.06879,-0.03051,-0.0001017
1469,300,15.14706,-0.1634,-0.000544667,102.81805,0,0,,,100.20117,-0.06104,-0.000203467,100.91071,0,0,91.38159,-0.03052,-0.000101733,92.41156,0,0,95.49384,0,0,100.19354,0,0,89.89386,0.03052,0.000101733,91.06879,0,0
1470,300,15.26144,0.11438,0.000381267,102.81805,0,0,,,100.16302,-0.03815,-0.000127167,100.88019,-0.03052,-0.000101733,91.41211,0.03052,0.000101733,92.41156,0,0,95.46332,-0.03052,-0.000101733,100.13251,-0.06103,-0.000203433,89.83282,-0.06104,-0.000203467,91.06879,0,0
1471,300,15.14706,-0.11438,-0.000381267,102.74939,-0.06866,-0.000228867,,,100.16302,0,0,100.88019,0,0,91.38159,-0.03052,-0.000101733,92.41156,0,0,95.46332,0,0,100.13251,0,0,89.80231,-0.03051,-0.0001017,91.06879,0,0
1472,300,15.29412,0.14706,0.0004902,102.71887,-0.03052,-0.000101733,,,100.13251,-0.03051,-0.0001017,100.84967,-0.03052,-0.000101733,91.38159,0,0,92.41156,0,0,95.46332,0,0,100.16302,0.03051,0.0001017,89.83282,0.03051,0.0001017,91.06879,0,0
1473,301,15.27778,-0.01634,-5.42857E-05,102.71887,0,0,,,100.07147,-0.06104,-0.000202791,100.90308,0.05341,0.000177442,91.38159,0,0,92.38104,-0.03052,-0.000101395,95.4328,-0.03052,-0.000101395,100.13251,-0.03051,-0.000101362,89.80231,-0.03051,-0.000101362,91.06879,0,0
1474,299,15.22876,-0.04902,-0.000163946,102.68835,-0.03052,-0.000102074,,,100.00281,-0.06866,-0.000229632,100.87256,-0.03052,-0.000102074,91.38159,0,0,92.38104,0,0,95.4328,0,0,100.13251,0,0,89.7489,-0.05341,-0.000178629,91.00775,-0.06104,-0.000204147
1475,300,15.29412,0.06536,0.000217867,102.65784,-0.03051,-0.0001017,,,99.97229,-0.03052,-0.000101733,100.87256,0,0,91.38159,0,0,92.43445,0.05341,0.000178033,95.4328,0,0,100.22406,0.09155,0.000305167,89.86334,0.11444,0.000381467,91.06879,0.06104,0.000203467
1476,299,15.27778,-0.01634,-5.46488E-05,102.62732,-0.03052,-0.000102074,,,99.94177,-0.03052,-0.000102074,100.84204,-0.03052,-0.000102074,91.435,0.05341,0.000178629,92.43445,0,0,95.46332,0.03052,0.000102074,100.32324,0.09918,0.000331706,89.94727,0.08393,0.000280702,91.15271,0.08392,0.000280669
1477,300,15.26144,-0.01634,-5.44667E-05,102.5968,-0.03052,-0.000101733,,,99.85022,-0.09155,-0.000305167,100.84204,0,0,91.435,0,0,92.43445,0,0,95.46332,0,0,100.38428,0.06104,0.000203467,90.03119,0.08392,0.000279733,91.21375,0.06104,0.000203467
1478,301,15.22876,-0.03268,-0.000108571,102.56628,-0.03052,-0.000101395,,,99.81207,-0.03815,-0.000126744,100.84204,0,0,91.435,0,0,92.43445,0,0,95.25732,-0.206,-0.000684385,100.25458,-0.1297,-0.000430897,89.86334,-0.16785,-0.000557641,91.11456,-0.09919,-0.000329535
1479,299,15.29412,0.06536,0.000218595,102.58917,0.02289,7.65552E-05,,,99.69,-0.12207,-0.000408261,100.87256,0.03052,0.000102074,91.435,0,0,92.40393,-0.03052,-0.000102074,95.25732,0,0,99.78156,-0.47302,-0.001582007,89.54291,-0.32043,-0.001071672,90.96198,-0.15258,-0.000510301
1480,300,15.22876,-0.06536,-0.000217867,102.55865,-0.03052,-0.000101733,,,99.65186,-0.03814,-0.000127133,100.8573,-0.01526,-5.08667E-05,91.435,0,0,92.40393,0,0,95.25732,0,0,99.52216,-0.2594,-0.000864667,89.36743,-0.17548,-0.000584933,90.90857,-0.05341,-0.000178033
1481,318,15.21242,-0.01634,-5.13836E-05,102.52051,-0.03814,-0.000119937,,,99.62134,-0.03052,-9.59748E-05,100.66656,-0.19074,-0.000599811,91.435,0,0,92.40393,0,0,95.25732,0,0,99.71289,0.19073,0.00059978,89.57343,0.206,0.000647799,90.99249,0.08392,0.000263899
1482,301,15.27778,0.06536,0.000217143,102.45947,-0.06104,-0.000202791,,,99.55267,-0.06867,-0.00022814,100.43768,-0.22888,-0.000760399,91.40448,-0.03052,-0.000101395,92.40393,0,0,95.22681,-0.03051,-0.000101362,100.06384,0.35095,0.001165947,89.8252,0.25177,0.000836445,91.11456,0.12207,0.000405548
1483,301,15.27778,0,0,102.42896,-0.03051,-0.000101362,,,99.46112,-0.09155,-0.000304153,100.17828,-0.2594,-0.000861794,91.40448,0,0,92.45734,0.05341,0.000177442,95.22681,0,0,100.22406,0.16022,0.000532292,89.91675,0.09155,0.000304153,91.25952,0.14496,0.000481595
1484,299,15.19608,-0.0817,-0.000273244,102.39844,-0.03052,-0.000102074,,,99.40009,-0.06103,-0.000204114,100.11725,-0.06103,-0.000204114,91.40448,0,0,92.45734,0,0,95.22681,0,0,100.41479,0.19073,0.000637893,90.06171,0.14496,0.000484816,91.40448,0.14496,0.000484816
1485,300,15.17974,-0.01634,-5.44667E-05,102.36792,-0.03052,-0.000101733,,,99.3009,-0.09919,-0.000330633,100.04858,-0.06867,-0.0002289,91.40448,0,0,92.42682,-0.03052,-0.000101733,95.22681,0,0,100.50635,0.09156,0.0003052,90.14563,0.08392,0.000279733,91.44263,0.03815,0.000127167
1486,300,15.17974,0,0,102.32977,-0.03815,-0.000127167,,,99.27039,-0.03051,-0.0001017,99.98755,-0.06103,-0.000203433,91.40448,0,0,92.42682,0,0,95.22681,0,0,100.57501,0.06866,0.000228867,90.14563,0,0,91.46552,0.02289,7.63E-05
1487,299,15.17974,0,0,102.29926,-0.03051,-0.00010204,,,99.23987,-0.03052,-0.000102074,100.04858,0.06103,0.000204114,91.40448,0,0,92.42682,0,0,95.22681,0,0,100.63605,0.06104,0.000204147,90.17615,0.03052,0.000102074,91.52655,0.06103,0.000204114
1488,306,15.35948,0.17974,0.000587386,102.26874,-0.03052,-9.97386E-05,,,99.01099,-0.22888,-0.000747974,100.04858,0,0,91.40448,0,0,92.42682,0,0,95.20392,-0.02289,-7.48039E-05,100.69708,0.06103,0.000199444,90.29059,0.11444,0.000373987,91.6944,0.16785,0.000548529
1489,295,15.26144,-0.09804,-0.000332339,102.23822,-0.03052,-0.000103458,,,98.9118,-0.09919,-0.000336237,100.10199,0.05341,0.000181051,91.40448,0,0,92.42682,0,0,95.20392,0,0,100.70471,0.00763,2.58644E-05,90.24481,-0.04578,-0.000155186,91.77832,0.08392,0.000284475
1490,299,15.17974,-0.0817,-0.000273244,102.2077,-0.03052,-0.000102074,,,98.66003,-0.25177,-0.00084204,100.10199,0,0,91.40448,0,0,92.3963,-0.03052,-0.000102074,95.20392,0,0,100.79626,0.09155,0.000306187,90.29822,0.05341,0.000178629,91.92328,0.14496,0.000484816
1491,302,15.27778,0.09804,0.000324636,102.10852,-0.09918,-0.000328411,,,98.72107,0.06104,0.000202119,100.13251,0.03052,0.00010106,91.40448,0,0,92.3963,0,0,95.20392,0,0,100.89545,0.09919,0.000328444,90.38214,0.08392,0.000277881,92.0072,0.08392,0.000277881
1492,299,15.22876,-0.04902,-0.000163946,102.00934,-0.09918,-0.000331706,,,98.66003,-0.06104,-0.000204147,100.13251,0,0,91.37396,-0.03052,-0.000102074,92.3963,0,0,95.20392,0,0,100.987,0.09155,0.000306187,90.44318,0.06104,0.000204147,92.15216,0.14496,0.000484816
1493,299,15.29412,0.06536,0.000218595,101.88727,-0.12207,-0.000408261,,,98.56848,-0.09155,-0.000306187,100.17065,0.03814,0.000127559,91.37396,0,0,92.3963,0,0,95.20392,0,0,101.10907,0.12207,0.000408261,90.5271,0.08392,0.000280669,92.24371,0.09155,0.000306187
1494,300,15.27778,-0.01634,-5.44667E-05,101.88727,0,0,,,98.56848,0,0,100.14777,-0.02288,-7.62667E-05,91.42737,0.05341,0.000178033,92.44971,0.05341,0.000178033,91.00012,-4.2038,-0.014012667,101.27692,0.16785,0.0005595,90.67969,0.15259,0.000508633,92.53363,0.28992,0.0009664
1495,300,15.22876,-0.04902,-0.0001634,101.8186,-0.06867,-0.0002289,,,98.49982,-0.06866,-0.000228867,100.17828,0.03051,0.0001017,91.42737,0,0,92.41919,-0.03052,-0.000101733,91.00012,0,0,101.43713,0.16021,0.000534033,90.79413,0.11444,0.000381467,92.73199,0.19836,0.0006612
1496,301,15.26144,0.03268,0.000108571,101.75757,-0.06103,-0.000202757,,,98.34723,-0.15259,-0.000506944,100.23932,0.06104,0.000202791,91.42737,0,0,92.41919,0,0,91.00012,0,0,101.46765,0.03052,0.000101395,90.87805,0.08392,0.000278804,92.81592,0.08393,0.000278837
1497,301,15.26144,0,0,101.72705,-0.03052,-0.000101395,,,98.34723,0,0,100.27747,0.03815,0.000126744,91.42737,0,0,92.41919,0,0,91.00012,0,0,101.49817,0.03052,0.000101395,90.90857,0.03052,0.000101395,92.81592,0,0
1498,299,15.27778,0.01634,5.46488E-05,101.5058,-0.22125,-0.000739967,,,98.36249,0.01526,5.10368E-05,100.3385,0.06103,0.000204114,91.39685,-0.03052,-0.000102074,92.41919,0,0,91.00012,0,0,101.52869,0.03052,0.000102074,90.93146,0.02289,7.65552E-05,92.81592,0,0
1499,300,15.22876,-0.04902,-0.0001634,101.41425,-0.09155,-0.000305167,,,98.33197,-0.03052,-0.000101733,100.46057,0.12207,0.0004069,91.39685,0,0,92.41919,0,0,91.03064,0.03052,0.000101733,101.52869,0,0,90.96198,0.03052,0.000101733,92.84644,0.03052,0.000101733
1500,299,15.27778,0.04902,0.000163946,101.41425,0,0,,,98.30145,-0.03052,-0.000102074,100.49872,0.03815,0.000127592,91.39685,0,0,92.41919,0,0,91.03064,0,0,101.52869,0,0,90.96198,0,0,92.87695,0.03051,0.00010204
1501,301,15.22876,-0.04902,-0.000162857,101.40662,-0.00763,-2.53488E-05,,,98.24042,-0.06103,-0.000202757,100.53687,0.03815,0.000126744,91.39685,0,0,92.38867,-0.03052,-0.000101395,91.03064,0,0,101.52869,0,0,90.99249,0.03051,0.000101362,92.84644,-0.03051,-0.000101362
1502,301,15.27778,0.04902,0.000162857,101.3761,-0.03052,-0.000101395,,,98.24042,0,0,100.62842,0.09155,0.000304153,91.39685,0,0,92.38867,0,0,91.03064,0,0,101.5592,0.03051,0.000101362,90.99249,0,0,92.87695,0.03051,0.000101362
1503,298,15.34314,0.06536,0.000219329,101.31506,-0.06104,-0.000204832,,,98.24042,0,0,100.7276,0.09918,0.000332819,91.39685,0,0,92.38867,0,0,91.03064,0,0,101.5592,0,0,91.01538,0.02289,7.68121E-05,92.84644,-0.03051,-0.000102383
1504,301,15.34314,0,0,101.27692,-0.03814,-0.000126711,,,98.24042,0,0,100.78864,0.06104,0.000202791,91.39685,0,0,92.38867,0,0,90.97723,-0.05341,-0.000177442,101.5592,0,0,91.01538,0,0,92.81592,-0.03052,-0.000101395
1505,300,15.1634,-0.17974,-0.000599133,101.21588,-0.06104,-0.000203467,,,98.24042,0,0,100.8573,0.06866,0.000228867,91.45026,0.05341,0.000178033,92.44208,0.05341,0.000178033,90.97723,0,0,101.58972,0.03052,0.000101733,91.0459,0.03052,0.000101733,92.81592,0,0
1506,300,15.2451,0.0817,0.000272333,101.18536,-0.03052,-0.000101733,,,98.20227,-0.03815,-0.000127167,100.8573,0,0,91.45026,0,0,92.44208,0,0,91.00775,0.03052,0.000101733,101.58972,0,0,91.0459,0,0,92.81592,0,0
1507,299,15.3268,0.0817,0.000273244,101.15485,-0.03051,-0.00010204,,,98.24042,0.03815,0.000127592,100.92596,0.06866,0.000229632,91.45026,0,0,92.41156,-0.03052,-0.000102074,91.00775,0,0,101.62024,0.03052,0.000102074,91.07642,0.03052,0.000102074,92.81592,0,0
1508,300,15.35948,0.03268,0.000108933,101.12433,-0.03052,-0.000101733,,,98.24042,0,0,100.95648,0.03052,0.000101733,91.45026,0,0,92.41156,0,0,91.00775,0,0,101.65839,0.03815,0.000127167,91.10693,0.03051,0.0001017,92.84644,0.03052,0.000101733
1509,300,15.19608,-0.1634,-0.000544667,101.09381,-0.03052,-0.000101733,,,98.27094,0.03052,0.000101733,100.987,0.03052,0.000101733,91.41974,-0.03052,-0.000101733,92.41156,0,0,91.03827,0.03052,0.000101733,101.71179,0.0534,0.000178,91.10693,0,0,92.89984,0.0534,0.000178
1510,299,15.22876,0.03268,0.000109298,101.05566,-0.03815,-0.000127592,,,98.24042,-0.03052,-0.000102074,101.01752,0.03052,0.000102074,91.41974,0,0,92.41156,0,0,91.03827,0,0,101.74231,0.03052,0.000102074,91.12982,0.02289,7.65552E-05,92.93036,0.03052,0.000102074
1511,303,15.26144,0.03268,0.000107855,100.99463,-0.06103,-0.000201419,,,98.27094,0.03052,0.000100726,100.99463,-0.02289,-7.55446E-05,91.41974,0,0,92.41156,0,0,91.03827,0,0,101.74231,0,0,91.12982,0,0,92.98376,0.0534,0.000176238
1512,298,15.27778,0.01634,5.48322E-05,100.99463,0,0,,,98.27094,0,0,101.02515,0.03052,0.000102416,91.41974,0,0,92.41156,0,0,91.01538,-0.02289,-7.68121E-05,101.74231,0,0,91.16034,0.03052,0.000102416,92.93036,-0.0534,-0.000179195
1513,300,15.37582,0.09804,0.0003268,100.71234,-0.28229,-0.000940967,,,98.27094,0,0,101.06329,0.03814,0.000127133,91.41974,0,0,92.41156,0,0,91.01538,0,0,101.77283,0.03052,0.000101733,91.16034,0,0,92.93036,0,0
1514,302,15.29412,-0.0817,-0.00027053,100.68182,-0.03052,-0.00010106,,,98.27094,0,0,101.09381,0.03052,0.00010106,91.41974,0,0,92.38867,-0.02289,-7.57947E-05,91.01538,0,0,101.80334,0.03051,0.000101026,91.19086,0.03052,0.00010106,92.96088,0.03052,0.00010106
1515,301,15.34314,0.04902,0.000162857,100.65131,-0.03051,-0.000101362,,,98.30145,0.03051,0.000101362,101.12433,0.03052,0.000101395,91.38922,-0.03052,-0.000101395,92.38867,0,0,91.01538,0,0,101.80334,0,0,91.22137,0.03051,0.000101362,92.99139,0.03051,0.000101362
1516,301,15.34314,0,0,100.61316,-0.03815,-0.000126744,,,98.30145,0,0,101.18536,0.06103,0.000202757,91.38922,0,0,92.43445,0.04578,0.000152093,91.0459,0.03052,0.000101395,101.83386,0.03052,0.000101395,91.24426,0.02289,7.60465E-05,93.01428,0.02289,7.60465E-05
1517,300,15.22876,-0.11438,-0.000381267,100.60553,-0.00763,-2.54333E-05,,,98.30145,0,0,101.12433,-0.06103,-0.000203433,91.38922,0,0,92.43445,0,0,91.0459,0,0,101.83386,0,0,91.32819,0.08393,0.000279767,92.89984,-0.11444,-0.000381467
1518,299,15.26144,0.03268,0.000109298,100.57501,-0.03052,-0.000102074,,,98.35486,0.05341,0.000178629,101.15485,0.03052,0.000102074,91.38922,0,0,92.43445,0,0,91.0459,0,0,101.86438,0.03052,0.000102074,91.32819,0,0,92.89984,0,0
1519,300,15.27778,0.01634,5.44667E-05,100.57501,0,0,,,98.38538,0.03052,0.000101733,101.19299,0.03814,0.000127133,91.44263,0.05341,0.000178033,92.43445,0,0,91.0459,0,0,101.86438,0,0,91.35107,0.02288,7.62667E-05,92.89984,0,0
1520,301,15.26144,-0.01634,-5.42857E-05,100.57501,0,0,,,98.38538,0,0,101.19299,0,0,91.44263,0,0,92.40393,-0.03052,-0.000101395,91.07642,0.03052,0.000101395,101.93304,0.06866,0.000228106,91.38159,0.03052,0.000101395,92.89984,0,0
1521,296,15.22876,-0.03268,-0.000110405,100.54449,-0.03052,-0.000103108,,,98.38538,0,0,101.22351,0.03052,0.000103108,91.44263,0,0,92.43445,0.03052,0.000103108,91.07642,0,0,101.96356,0.03052,0.000103108,91.41211,0.03052,0.000103108,92.87695,-0.02289,-7.73311E-05
